,Unnamed: 0,date,high,low,open,close,volume,adjclose,formatted_date,Ticker,Company,compound
6046,6046,1598621400,1641.3499755859375,1625.6099853515625,1629.469970703125,1639.4300537109375,1120900,1639.4300537109375,2020-08-28,GOOGL,Google,0
6047,6047,1598880600,1644.5,1625.3299560546875,1643.5699462890625,1629.530029296875,1321100,1629.530029296875,2020-08-31,GOOGL,Google,0
6048,6048,1598967000,1659.219970703125,1629.530029296875,1632.1600341796875,1655.0799560546875,1132600,1655.0799560546875,2020-09-01,GOOGL,Google,0
6049,6049,1599053400,1726.0999755859375,1660.18994140625,1668.010009765625,1717.3900146484375,2476100,1717.3900146484375,2020-09-02,GOOGL,Google,0
6050,6050,1599139800,1700.0,1607.7099609375,1699.52001953125,1629.510009765625,3186300,1629.510009765625,2020-09-03,GOOGL,Google,0
6051,6051,1599226200,1634.989990234375,1537.969970703125,1609.0,1581.2099609375,2792500,1581.2099609375,2020-09-04,GOOGL,Google,0
6052,6052,1599571800,1555.550048828125,1516.5,1525.0,1523.5999755859375,2701600,1523.5999755859375,2020-09-08,GOOGL,Google,0
6053,6053,1599658200,1558.719970703125,1525.1700439453125,1548.9000244140625,1547.22998046875,1962100,1547.22998046875,2020-09-09,GOOGL,Google,0
6054,6054,1599744600,1573.6600341796875,1520.0,1550.1800537109375,1526.050048828125,1651200,1526.050048828125,2020-09-10,GOOGL,Google,0
6055,6055,1599831000,1538.699951171875,1493.02001953125,1528.1500244140625,1515.760009765625,1535300,1515.760009765625,2020-09-11,GOOGL,Google,0
6056,6056,1600090200,1557.0,1505.1099853515625,1531.6500244140625,1508.8299560546875,2133000,1508.8299560546875,2020-09-14,GOOGL,Google,0
6057,6057,1600176600,1550.989990234375,1522.0999755859375,1527.8900146484375,1535.1199951171875,1152100,1535.1199951171875,2020-09-15,GOOGL,Google,0
6058,6058,1600263000,1554.3699951171875,1511.5899658203125,1542.47998046875,1512.0899658203125,1106400,1512.0899658203125,2020-09-16,GOOGL,Google,0
6059,6059,1600349400,1498.6600341796875,1462.4599609375,1485.81005859375,1487.0400390625,2000400,1487.0400390625,2020-09-17,GOOGL,Google,0
6060,6060,1600435800,1495.199951171875,1431.6199951171875,1488.300048828125,1451.0899658203125,3152800,1451.0899658203125,2020-09-18,GOOGL,Google,0
6061,6061,1600695000,1440.06005859375,1402.6800537109375,1431.6199951171875,1430.1400146484375,2845400,1430.1400146484375,2020-09-21,GOOGL,Google,0
6062,6062,1600781400,1463.969970703125,1429.5,1450.3199462890625,1459.8199462890625,1697500,1459.8199462890625,2020-09-22,GOOGL,Google,0
6063,6063,1600867800,1453.0799560546875,1402.6800537109375,1452.0899658203125,1409.3900146484375,1886300,1409.3900146484375,2020-09-23,GOOGL,Google,0
6064,6064,1600954200,1437.989990234375,1402.1500244140625,1402.6800537109375,1422.8599853515625,1727600,1422.8599853515625,2020-09-24,GOOGL,Google,0
6065,6065,1601040600,1445.93994140625,1407.6800537109375,1425.050048828125,1439.06005859375,1516300,1439.06005859375,2020-09-25,GOOGL,Google,0
6066,6066,1601299800,1472.989990234375,1446.280029296875,1471.989990234375,1458.6600341796875,1539200,1458.6600341796875,2020-09-28,GOOGL,Google,0
6067,6067,1601386200,1472.0,1454.0,1463.9100341796875,1466.02001953125,1590800,1466.02001953125,2020-09-29,GOOGL,Google,0
6068,6068,1601472600,1486.199951171875,1455.760009765625,1460.93994140625,1465.5999755859375,2046200,1465.5999755859375,2020-09-30,GOOGL,Google,0
6069,6069,1601559000,1495.0699462890625,1476.800048828125,1483.6600341796875,1487.9000244140625,1644200,1487.9000244140625,2020-10-01,GOOGL,Google,0
6070,6070,1601645400,1479.030029296875,1447.3499755859375,1459.6300048828125,1455.5999755859375,1561100,1455.5999755859375,2020-10-02,GOOGL,Google,0
6071,6071,1601904600,1484.699951171875,1460.0899658203125,1462.6500244140625,1482.8299560546875,1080100,1482.8299560546875,2020-10-05,GOOGL,Google,0
6072,6072,1601991000,1484.52001953125,1445.010009765625,1475.5,1451.02001953125,1304800,1451.02001953125,2020-10-06,GOOGL,Google,0
6073,6073,1602077400,1468.969970703125,1433.22998046875,1459.31005859375,1459.1400146484375,1805400,1459.1400146484375,2020-10-07,GOOGL,Google,0
6074,6074,1602163800,1488.030029296875,1465.449951171875,1465.449951171875,1483.4300537109375,1303800,1483.4300537109375,2020-10-08,GOOGL,Google,0
6075,6075,1602250200,1511.8499755859375,1487.0,1492.8599853515625,1510.449951171875,1648300,1510.449951171875,2020-10-09,GOOGL,Google,0
6076,6076,1602509400,1588.4200439453125,1529.300048828125,1538.0,1564.5899658203125,2767200,1564.5899658203125,2020-10-12,GOOGL,Google,0
6077,6077,1602595800,1585.1600341796875,1558.6300048828125,1577.010009765625,1567.0699462890625,1953600,1567.0699462890625,2020-10-13,GOOGL,Google,0
6078,6078,1602682200,1583.8499755859375,1545.9000244140625,1574.5999755859375,1563.43994140625,1658700,1563.43994140625,2020-10-14,GOOGL,Google,0
6079,6079,1602768600,1571.4000244140625,1541.1300048828125,1544.5,1555.469970703125,1560500,1555.469970703125,2020-10-15,GOOGL,Google,0
6080,6080,1602855000,1577.7099609375,1557.6600341796875,1561.8299560546875,1567.699951171875,1709700,1567.699951171875,2020-10-16,GOOGL,Google,0
6081,6081,1603114200,1583.9300537109375,1522.9200439453125,1575.9300537109375,1529.949951171875,1486700,1529.949951171875,2020-10-19,GOOGL,Google,0
6082,6082,1603200600,1573.8399658203125,1520.5,1523.1099853515625,1551.0799560546875,2083500,1551.0799560546875,2020-10-20,GOOGL,Google,0
6083,6083,1603287000,1615.1400146484375,1567.1400146484375,1569.8499755859375,1585.989990234375,3016100,1585.989990234375,2020-10-21,GOOGL,Google,0
6084,6084,1603373400,1613.4200439453125,1577.47998046875,1585.0,1606.6600341796875,1525600,1606.6600341796875,2020-10-22,GOOGL,Google,0
6085,6085,1603459800,1634.1199951171875,1611.9100341796875,1615.050048828125,1632.97998046875,1527400,1632.97998046875,2020-10-23,GOOGL,Google,0
6086,6086,1603719000,1629.5799560546875,1567.780029296875,1615.0,1584.2900390625,1791300,1584.2900390625,2020-10-26,GOOGL,Google,0
6087,6087,1603805400,1602.0,1576.989990234375,1588.9300537109375,1598.8800048828125,1295100,1598.8800048828125,2020-10-27,GOOGL,Google,0
6088,6088,1603891800,1553.81005859375,1508.47998046875,1550.010009765625,1510.800048828125,2258700,1510.800048828125,2020-10-28,GOOGL,Google,0
6089,6089,1603978200,1588.739990234375,1516.550048828125,1517.02001953125,1556.8800048828125,2770300,1556.8800048828125,2020-10-29,GOOGL,Google,0
6090,6090,1604064600,1681.3199462890625,1601.5699462890625,1667.43994140625,1616.1099853515625,4993900,1616.1099853515625,2020-10-30,GOOGL,Google,0
6091,6091,1604327400,1658.239990234375,1614.239990234375,1623.5400390625,1624.3199462890625,2211400,1624.3199462890625,2020-11-02,GOOGL,Google,0
6092,6092,1604413800,1659.0,1612.1099853515625,1630.760009765625,1645.6600341796875,1571600,1645.6600341796875,2020-11-03,GOOGL,Google,0
6093,6093,1604500200,1770.030029296875,1703.0,1705.5799560546875,1745.8499755859375,3567100,1745.8499755859375,2020-11-04,GOOGL,Google,0
6094,6094,1604586600,1791.8199462890625,1741.030029296875,1770.449951171875,1762.5,1987900,1762.5,2020-11-05,GOOGL,Google,0
6095,6095,1604673000,1768.5,1736.6800537109375,1751.3399658203125,1759.72998046875,1431100,1759.72998046875,2020-11-06,GOOGL,Google,0
6096,6096,1604932200,1816.8900146484373,1757.550048828125,1795.97998046875,1761.4200439453125,2672000,1761.4200439453125,2020-11-09,GOOGL,Google,0
6097,6097,1605018600,1759.3800048828125,1716.1199951171875,1729.77001953125,1737.719970703125,2151100,1737.719970703125,2020-11-10,GOOGL,Google,0
6098,6098,1605105000,1762.9000244140625,1743.06005859375,1748.4000244140625,1747.22998046875,1591900,1747.22998046875,2020-11-11,GOOGL,Google,0
6099,6099,1605191400,1764.97998046875,1737.969970703125,1742.0,1742.8199462890625,1323700,1742.8199462890625,2020-11-12,GOOGL,Google,0
6100,6100,1605277800,1777.1300048828125,1735.97998046875,1748.0,1772.260009765625,1487200,1772.260009765625,2020-11-13,GOOGL,Google,0
6101,6101,1605537000,1794.3399658203125,1761.3299560546875,1764.1400146484375,1774.030029296875,1273400,1774.030029296875,2020-11-16,GOOGL,Google,0
6102,6102,1605623400,1777.1400146484375,1759.489990234375,1767.8599853515625,1761.6600341796875,1065700,1761.6600341796875,2020-11-17,GOOGL,Google,0
6103,6103,1605709800,1765.0,1738.5699462890625,1756.6400146484375,1740.6400146484375,1005400,1740.6400146484375,2020-11-18,GOOGL,Google,0
6104,6104,1605796200,1763.489990234375,1730.02001953125,1733.22998046875,1758.5699462890625,1005300,1758.5699462890625,2020-11-19,GOOGL,Google,0
6105,6105,1605882600,1768.3599853515625,1735.0,1762.0,1736.3800048828125,1384700,1736.3800048828125,2020-11-20,GOOGL,Google,0
6106,6106,1606141800,1745.989990234375,1710.1800537109375,1740.219970703125,1727.56005859375,1126500,1727.56005859375,2020-11-23,GOOGL,Google,0
6107,6107,1606228200,1766.47998046875,1720.72998046875,1727.5,1763.9000244140625,1399200,1763.9000244140625,2020-11-24,GOOGL,Google,0
6108,6108,1606314600,1770.3800048828125,1748.3599853515625,1767.81005859375,1764.1300048828125,980000,1764.1300048828125,2020-11-25,GOOGL,Google,0
6109,6109,1606487400,1797.010009765625,1764.5400390625,1764.5400390625,1787.02001953125,739500,1787.02001953125,2020-11-27,GOOGL,Google,0
6110,6110,1606746600,1780.3399658203125,1747.8399658203125,1775.6500244140625,1754.4000244140625,1620900,1754.4000244140625,2020-11-30,GOOGL,Google,0
6111,6111,1606833000,1821.719970703125,1763.030029296875,1766.6600341796875,1795.3599853515625,1867500,1795.3599853515625,2020-12-01,GOOGL,Google,0
6112,6112,1606919400,1832.739990234375,1785.1700439453125,1795.3599853515625,1824.969970703125,1471200,1824.969970703125,2020-12-02,GOOGL,Google,0
6113,6113,1607005800,1843.8299560546875,1817.0,1820.5400390625,1821.8399658203125,1236400,1821.8399658203125,2020-12-03,GOOGL,Google,0
6114,6114,1607092200,1829.5,1813.5899658203125,1820.219970703125,1823.760009765625,1027200,1823.760009765625,2020-12-04,GOOGL,Google,0
6115,6115,1607351400,1829.2900390625,1803.0400390625,1815.550048828125,1817.030029296875,1114400,1817.030029296875,2020-12-07,GOOGL,Google,0
6116,6116,1607437800,1815.969970703125,1791.280029296875,1808.52001953125,1811.3299560546875,996800,1811.3299560546875,2020-12-08,GOOGL,Google,0
6117,6117,1607524200,1828.3699951171875,1762.0,1810.3599853515625,1777.8599853515625,1586400,1777.8599853515625,2020-12-09,GOOGL,Google,0
6118,6118,1607610600,1774.989990234375,1733.530029296875,1762.5999755859375,1767.6500244140625,1434400,1767.6500244140625,2020-12-10,GOOGL,Google,0
6119,6119,1607697000,1777.31005859375,1752.739990234375,1760.0,1774.800048828125,931400,1774.800048828125,2020-12-11,GOOGL,Google,0
6120,6120,1607956200,1789.800048828125,1749.1300048828125,1770.719970703125,1752.260009765625,1652500,1752.260009765625,2020-12-14,GOOGL,Google,0
6121,6121,1608042600,1764.0,1741.6700439453125,1759.8599853515625,1761.0799560546875,1067600,1761.0799560546875,2020-12-15,GOOGL,Google,0
6122,6122,1608129000,1769.1099853515625,1749.06005859375,1769.1099853515625,1757.18994140625,1233800,1757.18994140625,2020-12-16,GOOGL,Google,0
6123,6123,1608215400,1766.7099609375,1731.1500244140625,1763.9300537109375,1740.510009765625,1744000,1740.510009765625,2020-12-17,GOOGL,Google,0
6124,6124,1608301800,1748.3599853515625,1715.0,1746.1700439453125,1726.219970703125,4262800,1726.219970703125,2020-12-18,GOOGL,Google,0
6125,6125,1608561000,1737.0,1694.0,1709.1300048828125,1734.56005859375,1698700,1734.56005859375,2020-12-21,GOOGL,Google,0
6126,6126,1608647400,1732.6099853515625,1705.780029296875,1729.3299560546875,1720.219970703125,1018500,1720.219970703125,2020-12-22,GOOGL,Google,0
6127,6127,1608733800,1744.1099853515625,1721.199951171875,1723.9300537109375,1728.22998046875,1148700,1728.22998046875,2020-12-23,GOOGL,Google,0
6128,6128,1608820200,1742.4100341796875,1724.3499755859375,1729.0,1734.1600341796875,465600,1734.1600341796875,2020-12-24,GOOGL,Google,0
6129,6129,1609165800,1787.0,1741.8199462890625,1744.9100341796875,1773.9599609375,1382500,1773.9599609375,2020-12-28,GOOGL,Google,0
6130,6130,1609252200,1788.469970703125,1755.1099853515625,1787.22998046875,1757.760009765625,986300,1757.760009765625,2020-12-29,GOOGL,Google,0
6131,6131,1609338600,1767.760009765625,1728.0,1765.0,1736.25,1051300,1736.25,2020-12-30,GOOGL,Google,0
6132,6132,1609425000,1757.5,1736.0899658203125,1737.27001953125,1752.6400146484375,1053500,1752.6400146484375,2020-12-31,GOOGL,Google,0
6133,6133,1609770600,1762.489990234375,1707.1400146484375,1760.0,1726.1300048828125,1866200,1726.1300048828125,2021-01-04,GOOGL,Google,0
6134,6134,1609857000,1746.8299560546875,1716.9000244140625,1725.0899658203125,1740.050048828125,1018000,1740.050048828125,2021-01-05,GOOGL,Google,0
6135,6135,1609943400,1743.969970703125,1696.0999755859375,1700.260009765625,1722.8800048828125,2329400,1722.8800048828125,2021-01-06,GOOGL,Google,0
6136,6136,1610029800,1777.8199462890625,1726.760009765625,1726.760009765625,1774.3399658203125,2096800,1774.3399658203125,2021-01-07,GOOGL,Google,0
6137,6137,1610116200,1799.3599853515625,1761.219970703125,1777.1600341796875,1797.8299560546875,1774200,1797.8299560546875,2021-01-08,GOOGL,Google,0
6138,6138,1610375400,1784.3800048828125,1752.1400146484375,1777.02001953125,1756.2900390625,1739800,1756.2900390625,2021-01-11,GOOGL,Google,0
6139,6139,1610461800,1767.9000244140625,1716.3800048828125,1745.3599853515625,1737.4300537109375,1476400,1737.4300537109375,2021-01-12,GOOGL,Google,0
6140,6140,1610548200,1756.3900146484375,1727.3199462890625,1727.3199462890625,1747.25,1171600,1747.25,2021-01-13,GOOGL,Google,0
6141,6141,1610634600,1767.550048828125,1726.0699462890625,1748.8699951171875,1730.9200439453125,1460600,1730.9200439453125,2021-01-14,GOOGL,Google,0
6142,6142,1610721000,1747.6199951171875,1711.7099609375,1729.02001953125,1727.6199951171875,1572200,1727.6199951171875,2021-01-15,GOOGL,Google,0
6143,6143,1611066600,1803.8399658203125,1732.8299560546875,1743.0,1784.469970703125,2083000,1784.469970703125,2021-01-19,GOOGL,Google,0
6144,6144,1611153000,1899.719970703125,1819.510009765625,1826.3699951171875,1880.0699462890625,3207600,1880.0699462890625,2021-01-20,GOOGL,Google,0
6145,6145,1611239400,1932.0799560546875,1879.4100341796875,1893.6500244140625,1884.1500244140625,2931700,1884.1500244140625,2021-01-21,GOOGL,Google,0
6146,6146,1611325800,1904.3900146484373,1876.5,1891.4599609375,1892.56005859375,1637200,1892.56005859375,2021-01-22,GOOGL,Google,0
6147,6147,1611585000,1921.8199462890625,1859.1600341796875,1912.739990234375,1894.280029296875,2529300,1894.280029296875,2021-01-25,GOOGL,Google,0
6148,6148,1611671400,1915.75,1876.1300048828125,1885.989990234375,1907.949951171875,1573100,1907.949951171875,2021-01-26,GOOGL,Google,0
6149,6149,1611757800,1880.469970703125,1797.280029296875,1874.9100341796875,1818.93994140625,4125600,1818.93994140625,2021-01-27,GOOGL,Google,0
6150,6150,1611844200,1887.989990234375,1831.0,1831.0,1853.199951171875,2763900,1853.199951171875,2021-01-28,GOOGL,Google,0
6151,6151,1611930600,1847.5400390625,1801.56005859375,1834.02001953125,1827.3599853515625,2226500,1827.3599853515625,2021-01-29,GOOGL,Google,0
6152,6152,1612189800,1915.5400390625,1844.5899658203125,1844.5899658203125,1893.0699462890625,2012600,1893.0699462890625,2021-02-01,GOOGL,Google,0
6153,6153,1612276200,1949.3699951171875,1906.3699951171875,1913.1300048828125,1919.1199951171875,3316600,1919.1199951171875,2021-02-02,GOOGL,Google,0
6154,6154,1612362600,2106.6201171875,2013.550048828125,2065.610107421875,2058.8798828125,4894100,2058.8798828125,2021-02-03,GOOGL,Google,0
6155,6155,1612449000,2069.300048828125,2035.0999755859373,2060.6201171875,2053.6298828125,2429800,2053.6298828125,2021-02-04,GOOGL,Google,0
6156,6156,1612535400,2095.93994140625,2050.0,2059.56005859375,2088.830078125,1493300,2088.830078125,2021-02-05,GOOGL,Google,0
6157,6157,1612794600,2115.0,2063.35009765625,2100.0,2084.52001953125,1441400,2084.52001953125,2021-02-08,GOOGL,Google,0
6158,6158,1612881000,2098.510009765625,2070.0,2074.800048828125,2075.389892578125,1094600,2075.389892578125,2021-02-09,GOOGL,Google,0
6159,6159,1612967400,2098.8798828125,2052.239990234375,2083.139892578125,2086.47998046875,1255100,2086.47998046875,2021-02-10,GOOGL,Google,0
6160,6160,1613053800,2094.0,2068.860107421875,2091.0,2088.75,1024000,2088.75,2021-02-11,GOOGL,Google,0
6161,6161,1613140200,2099.5,2073.570068359375,2079.77001953125,2095.030029296875,949500,2095.030029296875,2021-02-12,GOOGL,Google,0
6162,6162,1613485800,2145.139892578125,2091.75,2091.75,2110.699951171875,1550200,2110.699951171875,2021-02-16,GOOGL,Google,0
6163,6163,1613572200,2122.43994140625,2088.35009765625,2093.97998046875,2118.6201171875,1014700,2118.6201171875,2021-02-17,GOOGL,Google,0
6164,6164,1613658600,2121.989990234375,2093.330078125,2105.0,2105.81005859375,1127300,2105.81005859375,2021-02-18,GOOGL,Google,0
6165,6165,1613745000,2118.580078125,2083.429931640625,2107.7900390625,2088.81005859375,1896900,2088.81005859375,2021-02-19,GOOGL,Google,0
6166,6166,1614004200,2080.330078125,2048.0,2053.60009765625,2054.260009765625,1473300,2054.260009765625,2021-02-22,GOOGL,Google,0
6167,6167,1614090600,2072.5,1990.22998046875,2013.989990234375,2060.1201171875,1732900,2060.1201171875,2021-02-23,GOOGL,Google,0
6168,6168,1614177000,2088.320068359375,2027.530029296875,2030.0400390625,2083.81005859375,1130400,2083.81005859375,2021-02-24,GOOGL,Google,0
6169,6169,1614263400,2083.0,2006.489990234375,2055.929931640625,2015.949951171875,2077400,2015.949951171875,2021-02-25,GOOGL,Google,0
6170,6170,1614349800,2056.52001953125,2001.010009765625,2029.949951171875,2021.9100341796875,2002100,2021.9100341796875,2021-02-26,GOOGL,Google,0
6171,6171,1614609000,2076.22998046875,2034.4200439453125,2048.0,2069.659912109375,1303000,2069.659912109375,2021-03-01,GOOGL,Google,0
6172,6172,1614695400,2094.739990234375,2056.669921875,2064.840087890625,2064.47998046875,1278200,2064.47998046875,2021-03-02,GOOGL,Google,0
6173,6173,1614781800,2075.989990234375,1994.0,2051.949951171875,2011.4100341796875,1694600,2011.4100341796875,2021-03-03,GOOGL,Google,0
6174,6174,1614868200,2074.590087890625,2005.4300537109373,2014.8699951171875,2033.9300537109373,2460800,2033.9300537109373,2021-03-04,GOOGL,Google,0
6175,6175,1614954600,2106.199951171875,2027.780029296875,2061.14990234375,2097.070068359375,2655000,2097.070068359375,2021-03-05,GOOGL,Google,0
6176,6176,1615213800,2113.739990234375,2005.18994140625,2084.06005859375,2007.5,1843400,2007.5,2021-03-08,GOOGL,Google,0
6177,6177,1615300200,2063.919921875,2035.5999755859373,2049.75,2040.3599853515625,1696000,2040.3599853515625,2021-03-09,GOOGL,Google,0
6178,6178,1615386600,2061.39990234375,2019.3299560546875,2061.39990234375,2036.18994140625,1355000,2036.18994140625,2021-03-10,GOOGL,Google,0
6179,6179,1615473000,2111.27001953125,2056.449951171875,2058.219970703125,2100.5400390625,1385100,2100.5400390625,2021-03-11,GOOGL,Google,0
6180,6180,1615559400,2077.610107421875,2032.4200439453125,2076.409912109375,2050.0,1690900,2050.0,2021-03-12,GOOGL,Google,0
6181,6181,1615815000,2054.989990234375,2027.7900390625,2044.97998046875,2054.43994140625,1308400,2054.43994140625,2021-03-15,GOOGL,Google,0
6182,6182,1615901400,2113.679931640625,2059.2900390625,2065.989990234375,2083.889892578125,1595000,2083.889892578125,2021-03-16,GOOGL,Google,0
6183,6183,1615987800,2099.0,2044.1199951171875,2068.469970703125,2082.219970703125,1319100,2082.219970703125,2021-03-17,GOOGL,Google,0
6184,6184,1616074200,2068.75,2019.1800537109373,2048.179931640625,2021.3399658203125,1585000,2021.3399658203125,2021-03-18,GOOGL,Google,0
6185,6185,1616160600,2037.0400390625,2002.9300537109373,2029.72998046875,2026.9599609375,2303600,2026.9599609375,2021-03-19,GOOGL,Google,0
6186,6186,1616419800,2048.340087890625,2014.0,2027.6300048828125,2030.68994140625,1676800,2030.68994140625,2021-03-22,GOOGL,Google,0
6187,6187,1616506200,2064.110107421875,2028.0,2039.949951171875,2041.3299560546875,1425500,2041.3299560546875,2021-03-23,GOOGL,Google,0
6188,6188,1616592600,2067.60009765625,2029.0,2051.760009765625,2032.530029296875,1260900,2032.530029296875,2021-03-24,GOOGL,Google,0
6189,6189,1616679000,2045.6400146484373,1996.0899658203125,2029.050048828125,2032.4599609375,1780800,2032.4599609375,2021-03-25,GOOGL,Google,0
6190,6190,1616765400,2039.3900146484373,2003.8499755859373,2031.7900390625,2024.72998046875,1398900,2024.72998046875,2021-03-26,GOOGL,Google,0
6191,6191,1617024600,2049.2099609375,2005.449951171875,2022.1600341796875,2045.7900390625,1324600,2045.7900390625,2021-03-29,GOOGL,Google,0
6192,6192,1617111000,2062.669921875,2036.1500244140625,2052.97998046875,2046.469970703125,1365600,2046.469970703125,2021-03-30,GOOGL,Google,0
6193,6193,1617197400,2086.260009765625,2047.0,2054.39990234375,2062.52001953125,2128500,2062.52001953125,2021-03-31,GOOGL,Google,0
6194,6194,1617283800,2135.75,2091.429931640625,2092.25,2129.780029296875,1994000,2129.780029296875,2021-04-01,GOOGL,Google,0
6195,6195,1617629400,2228.989990234375,2145.2099609375,2147.14990234375,2218.9599609375,2425500,2218.9599609375,2021-04-05,GOOGL,Google,0
6196,6196,1617715800,2228.0,2201.7900390625,2210.919921875,2209.260009765625,1762000,2209.260009765625,2021-04-06,GOOGL,Google,0
6197,6197,1617802200,2244.5,2213.10009765625,2213.10009765625,2239.030029296875,1206700,2239.030029296875,2021-04-07,GOOGL,Google,0
6198,6198,1617888600,2271.7900390625,2243.010009765625,2264.0,2250.429931640625,1433200,2250.429931640625,2021-04-08,GOOGL,Google,0
6199,6199,1617975000,2273.969970703125,2237.260009765625,2245.43994140625,2270.669921875,1307300,2270.669921875,2021-04-09,GOOGL,Google,0
6200,6200,1618234200,2256.889892578125,2227.820068359375,2254.1201171875,2244.6201171875,1251200,2244.6201171875,2021-04-12,GOOGL,Google,0
6201,6201,1618320600,2263.469970703125,2243.050048828125,2250.989990234375,2254.429931640625,1284100,2254.429931640625,2021-04-13,GOOGL,Google,0
6202,6202,1618407000,2267.429931640625,2236.02001953125,2267.429931640625,2241.909912109375,1050100,2241.909912109375,2021-04-14,GOOGL,Google,0
6203,6203,1618493400,2296.0,2251.169921875,2261.949951171875,2285.25,1458700,2285.25,2021-04-15,GOOGL,Google,0
6204,6204,1618579800,2294.239990234375,2270.919921875,2289.239990234375,2282.75,1314100,2282.75,2021-04-16,GOOGL,Google,0
6205,6205,1618839000,2304.090087890625,2270.179931640625,2270.179931640625,2289.760009765625,1514500,2289.760009765625,2021-04-19,GOOGL,Google,0
6206,6206,1618925400,2299.0,2257.1201171875,2297.489990234375,2279.010009765625,1114400,2279.010009765625,2021-04-20,GOOGL,Google,0
6207,6207,1619011800,2280.0,2244.820068359375,2272.050048828125,2278.35009765625,1160200,2278.35009765625,2021-04-21,GOOGL,Google,0
6208,6208,1619098200,2288.8798828125,2240.320068359375,2275.39990234375,2252.52001953125,1207300,2252.52001953125,2021-04-22,GOOGL,Google,0
6209,6209,1619184600,2306.1201171875,2261.25,2267.0,2299.929931640625,1453300,2299.929931640625,2021-04-23,GOOGL,Google,0
6210,6210,1619443800,2324.530029296875,2297.320068359375,2304.52001953125,2309.929931640625,1601900,2309.929931640625,2021-04-26,GOOGL,Google,0
6211,6211,1619530200,2318.449951171875,2286.159912109375,2317.6298828125,2290.97998046875,2219300,2290.97998046875,2021-04-27,GOOGL,Google,0
6212,6212,1619616600,2431.3798828125,2353.219970703125,2392.5,2359.0400390625,4055300,2359.0400390625,2021-04-28,GOOGL,Google,0
6213,6213,1619703000,2404.159912109375,2373.85009765625,2389.22998046875,2392.760009765625,2061700,2392.760009765625,2021-04-29,GOOGL,Google,0
6214,6214,1619789400,2381.85009765625,2346.56005859375,2368.02001953125,2353.5,2242800,2353.5,2021-04-30,GOOGL,Google,0
6215,6215,1620048600,2381.550048828125,2335.5,2364.909912109375,2343.080078125,1412100,2343.080078125,2021-05-03,GOOGL,Google,0
6216,6216,1620135000,2324.989990234375,2256.679931640625,2313.550048828125,2306.830078125,2240900,2306.830078125,2021-05-04,GOOGL,Google,0
6217,6217,1620221400,2335.0,2308.280029296875,2328.6298828125,2314.77001953125,1331800,2314.77001953125,2021-05-05,GOOGL,Google,0
6218,6218,1620307800,2337.35009765625,2293.0400390625,2306.330078125,2337.35009765625,1259500,2337.35009765625,2021-05-06,GOOGL,Google,0
6219,6219,1620394200,2371.25,2346.159912109375,2363.889892578125,2351.929931640625,1444900,2351.929931640625,2021-05-07,GOOGL,Google,0
6220,6220,1620653400,2331.0,2284.5400390625,2328.139892578125,2291.75,1545700,2291.75,2021-05-10,GOOGL,Google,0
6221,6221,1620739800,2280.280029296875,2233.919921875,2243.070068359375,2270.06005859375,1709300,2270.06005859375,2021-05-11,GOOGL,Google,0
6222,6222,1620826200,2247.97998046875,2193.6201171875,2226.18994140625,2200.25,2318800,2200.25,2021-05-12,GOOGL,Google,0
6223,6223,1620912600,2239.43994140625,2206.719970703125,2226.1201171875,2229.0400390625,1660200,2229.0400390625,2021-05-13,GOOGL,Google,0
6224,6224,1620999000,2284.719970703125,2250.0,2258.5400390625,2278.3798828125,1599800,2278.3798828125,2021-05-14,GOOGL,Google,0
6225,6225,1621258200,2289.780029296875,2255.510009765625,2263.570068359375,2288.919921875,1079900,2288.919921875,2021-05-17,GOOGL,Google,0
6226,6226,1621344600,2307.679931640625,2262.18994140625,2302.35009765625,2262.469970703125,1110200,2262.469970703125,2021-05-18,GOOGL,Google,0
6227,6227,1621431000,2274.989990234375,2225.43994140625,2228.429931640625,2271.5,1184200,2271.5,2021-05-19,GOOGL,Google,0
6228,6228,1621517400,2312.0,2283.52001953125,2291.0,2306.949951171875,1617600,2306.949951171875,2021-05-20,GOOGL,Google,0
6229,6229,1621603800,2318.889892578125,2289.300048828125,2317.409912109375,2294.1298828125,2031600,2294.1298828125,2021-05-21,GOOGL,Google,0
6230,6230,1621863000,2365.550048828125,2311.9599609375,2314.889892578125,2361.0400390625,1591600,2361.0400390625,2021-05-24,GOOGL,Google,0
6231,6231,1621949400,2384.0,2355.0,2372.0,2362.8701171875,1122000,2362.8701171875,2021-05-25,GOOGL,Google,0
6232,6232,1622035800,2388.989990234375,2366.4599609375,2366.52001953125,2380.31005859375,1078600,2380.31005859375,2021-05-26,GOOGL,Google,0
6233,6233,1622122200,2389.050048828125,2356.260009765625,2389.050048828125,2362.679931640625,1761200,2362.679931640625,2021-05-27,GOOGL,Google,0
6234,6234,1622208600,2376.070068359375,2352.85009765625,2374.419921875,2356.85009765625,1074100,2356.85009765625,2021-05-28,GOOGL,Google,0
6235,6235,1622554200,2385.7099609375,2354.280029296875,2374.43994140625,2381.179931640625,1167700,2381.179931640625,2021-06-01,GOOGL,Google,0
6236,6236,1622640600,2393.639892578125,2352.360107421875,2389.14990234375,2370.590087890625,1057900,2370.590087890625,2021-06-02,GOOGL,Google,0
6237,6237,1622727000,2357.02001953125,2329.52001953125,2345.72998046875,2347.580078125,934800,2347.580078125,2021-06-03,GOOGL,Google,0
